3,996748e+002;0,000000e+000
4,001569e+002;1,884971e-001
4,006390e+002;1,883519e-001
4,011211e+002;1,891542e-001
4,016032e+002;1,900345e-001
4,020854e+002;1,905512e-001
4,025675e+002;1,907968e-001
4,030496e+002;1,911281e-001
4,035317e+002;1,918420e-001
4,040138e+002;1,928932e-001
4,044959e+002;1,938737e-001
4,049781e+002;1,941562e-001
4,054602e+002;1,932977e-001
4,059423e+002;1,913368e-001
4,064244e+002;1,888473e-001
4,069065e+002;1,866170e-001
4,073886e+002;1,853032e-001
4,078708e+002;1,851479e-001
4,083529e+002;1,859670e-001
4,088350e+002;1,873280e-001
4,093171e+002;1,888305e-001
4,097992e+002;1,903288e-001
4,102813e+002;1,919446e-001
4,107635e+002;1,938932e-001
4,112456e+002;1,962364e-001
4,117277e+002;1,987194e-001
4,122098e+002;2,008288e-001
4,126919e+002;2,020115e-001
4,131740e+002;2,019688e-001
4,136562e+002;2,008725e-001
4,141383e+002;1,993100e-001
4,146204e+002;1,980072e-001
4,151025e+002;1,974608e-001
4,155846e+002;1,978294e-001
4,160667e+002;1,989101e-001
4,165489e+002;2,003111e-001
4,170310e+002;2,015961e-001
4,175131e+002;2,025121e-001
4,179952e+002;2,030862e-001
4,184773e+002;2,035393e-001
4,189594e+002;2,039463e-001
4,194416e+002;2,040154e-001
4,199237e+002;2,032965e-001
4,204058e+002;2,016444e-001
4,208879e+002;1,993666e-001
4,213700e+002;1,971121e-001
4,218521e+002;1,955551e-001
4,223343e+002;1,952541e-001
4,228164e+002;1,964053e-001
4,232985e+002;1,987551e-001
4,237806e+002;2,016318e-001
4,242627e+002;2,042400e-001
4,247448e+002;2,060277e-001
4,252270e+002;2,069186e-001
4,257091e+002;2,072707e-001
4,261912e+002;2,075861e-001
4,266733e+002;2,082074e-001
4,271554e+002;2,091564e-001
4,276375e+002;2,101894e-001
4,281197e+002;2,109841e-001
4,286018e+002;2,113708e-001
4,290839e+002;2,114239e-001
4,295660e+002;2,114304e-001
4,300481e+002;2,116960e-001
4,305302e+002;2,123746e-001
4,310124e+002;2,133540e-001
4,314945e+002;2,143237e-001
4,319766e+002;2,149438e-001
4,324587e+002;2,150698e-001
4,329408e+002;2,148213e-001
4,334229e+002;2,145099e-001
4,339051e+002;2,144320e-001
4,343872e+002;2,147305e-001
4,348693e+002;2,153032e-001
4,353514e+002;2,158930e-001
4,358335e+002;2,162401e-001
4,363156e+002;2,162849e-001
4,367978e+002;2,162114e-001
4,372799e+002;2,163383e-001
4,377620e+002;2,168851e-001
4,382441e+002;2,178437e-001
4,387262e+002;2,189706e-001
4,392083e+002;2,199426e-001
4,396905e+002;2,205165e-001
4,401726e+002;2,206876e-001
4,406547e+002;2,206977e-001
4,411368e+002;2,209395e-001
4,416189e+002;2,217254e-001
4,421010e+002;2,230930e-001
4,425832e+002;2,247594e-001
4,430653e+002;2,262662e-001
4,435474e+002;2,272561e-001
4,440295e+002;2,276656e-001
4,445116e+002;2,277461e-001
4,449937e+002;2,278766e-001
4,454759e+002;2,283337e-001
4,459580e+002;2,291159e-001
4,464401e+002;2,299568e-001
4,469222e+002;2,304878e-001
4,474043e+002;2,304949e-001
4,478864e+002;2,300713e-001
4,483686e+002;2,296055e-001
4,488507e+002;2,295437e-001
4,493328e+002;2,301915e-001
4,498149e+002;2,315406e-001
4,502970e+002;2,333029e-001
4,507791e+002;2,350358e-001
4,512613e+002;2,363929e-001
4,517434e+002;2,372693e-001
4,522255e+002;2,378539e-001
4,527076e+002;2,384612e-001
4,531897e+002;2,393108e-001
4,536718e+002;2,403430e-001
